部门,表中文名,表英文名,部门到前置机状态,异常原因说明,前置机到前置仓状态,异常原因说明,前置仓到贴源层状态,异常原因说明,,部门,表中文名,（前置仓）表英文名,部门到前置机对账状态,异常原因说明,前置仓数据量核对（数据表和对账表是否一致）【暂无更新、不具备采集条件、正常、异常、无法匹配】,异常原因说明,前置仓到贴源层调度状态,异常原因说明
生态环境厅,违法行为详细（违法条款、处罚条款等）,t_dm_t_library2_breaklawdeed,正常,已经到前置机，未对账,未推送,,未推送,,,省卫生健康委,川卫健统1-2表,cwjt1_2b,未推送,,未推送,,未推送,
生态环境厅,重点污染源企业基本信息,t_dm_t_enter_info,异常,对账表数据与表数据不一致,未推送,,未推送,,,省卫生健康委,川卫健统1-3表,cwjt1_3b,未推送,,未推送,,未推送,
省中医药局,填报机构基本信息,organization_message,正常,已经到前置机，未对账,未推送,,未推送,,,省卫生健康委,川卫健统1-4表,cwjt1_4b,未推送,,未推送,,未推送,
省中医药局,机构表,hnzb_user_informations,正常,已经到前置机，未对账,未推送,,未推送,,,省文物局,变更-备案申请审核意见表,alter_register_auth_idea,未推送,,正常,,正常,
省体育局,体育产业单位库,sports_corpunit,正常,,异常,前置仓数据量核对,未推送,,,省文物局,四川项目管理,scprojectmanagelist,未推送,,未推送,,未推送,
省体育局,体育公园基本情况表,sc_export_v_sports_park_info_0425_all,正常,,异常,前置仓数据量核对,未推送,,,省文物局,四川省文物拍卖企业,wdc_relic_institution_auction,未推送,,未推送,,未推送,
省体育局,健步走报名,enroll_team,正常,,正常,,正常,,,省文物局,文物成果-标准,wdc_relics_achievements_standard,未推送,,未推送,,未推送,
省体育局,场馆填报基本信息情况,sc_export_n_venue_info_0425_all,正常,,正常,,正常,,,省文物局,文物保护工程资质单位,wdc_relic_institution_protect,未推送,,未推送,,未推送,
省体育局,大赛加分表,ano_score,正常,存量表，不再更新,未推送,,未推送,,,省文物局,备案申请表信息表,register,未推送,,未推送,,未推送,
省体育局,引领员用户表,ct_leader_user,正常,,正常,,正常,,,省文物局,四川省可移动文物修复资质单位,wdc_relic_institution_fix,未推送,,未推送,,未推送,
省体育局,报名临时运动员表,sporter,正常,存量表，不再更新,未推送,,未推送,,,省文物局,人员教育经历信息表,eperson_edu,未推送,,未推送,,未推送,
省体育局,教练和代表团成员信息表,game_coach_info,正常,,正常,,正常,,,省文物局,人员信息表,eperson,未推送,,未推送,,未推送,
省体育局,比赛裁判信息表,game_judge_info,正常,,异常,前置仓数据量核对,未推送,,,省文物局,红色标语,by_jbxxb,未推送,,未推送,,未推送,
省体育局,比赛运动员信息表,game_sporter_info,正常,存量表，不再更新,未推送,,未推送,,,省文物局,变更-备案申请表信息表,alter_register,未推送,,未推送,,未推送,
省体育局,比赛邀请记录,ct_sys_match_invite_record,正常,,异常,前置仓数据量核对,未推送,,,省文物局,博物馆表,museum,未推送,,正常,,正常,
省体育局,用户信息表,t_u_user,正常,已经到前置机，未对账,未推送,,未推送,,,省文物局,人员工作经历信息表,eperson_work,未推送,,未推送,,未推送,
省体育局,用户信息表,user_info,正常,,异常,前置仓数据量核对,未推送,,,省文物局,单位信息表,company_info,未推送,,未推送,,未推送,
省体育局,用户考试信息表,t_s_exam_paper_user,正常,存量表，不再更新,未推送,,未推送,,,省文物局,四川省文物商店,wdc_relic_institution_store,未推送,,未推送,,未推送,
省体育局,用户证书表,t_u_user_certificate,正常,,正常,,正常,,,省文物局,行业专家推荐数据,wdc_expert_info,未推送,,未推送,,未推送,
省体育局,直播报名表,live_enroll,正常,存量表，不再更新,未推送,,未推送,,,省信访局,信访件信息,xfj,正常,已经到前置机，未对账,未推送,,未推送,
省体育局,社体指导员信息表,t_instructor_1,正常,,异常,前置仓数据量核对,未推送,,,省信访局,答复意见书信息,dfyjs,正常,已经到前置机，未对账,未推送,,未推送,
省体育局,社体指导员信息表,t_instructor_2,正常,,异常,前置仓数据量核对,未推送,,,省信访局,信访人信息,xfrxx,正常,已经到前置机，未对账,未推送,,未推送,
省体育局,讲师信息表,t_s_coach,正常,存量表，不再更新,未推送,,未推送,,,省信访局,依法分类处理情况表,yfflclqk,正常,已经到前置机，未对账,正常,,异常,
省体育局,证书领取人,ct_certificate_user,正常,,异常,前置仓数据量核对,未推送,,,省烟草专卖局,烟草零售户信息,sjhj_r_license_info,正常,已经到前置机，未对账,正常,,异常,
省体育局,运动员_信息,cmf_plugin_sportsman,正常,存量表，不再更新,未推送,,未推送,,,省药监局,申报人员信息表,xzsp_declare_include_person,正常,已经到前置机，未对账,正常,,正常,
省体育局,运动员信息表,sporter_enrol_info,正常,,正常,,正常,,,省药监局,化妆品生产企业申请企业基本情况（申请、换证、延续）,xzsp_hzp_hzpsc_corp_info,正常,已经到前置机，未对账,正常,,正常,
省体育局,运动员信息隐藏表,sporter_enrol_info_hidden,正常,存量表，不再更新,未推送,,未推送,,,省药监局,化妆品生产企业生产地址,xzsp_hzp_hzpsc_produce_address,正常,已经到前置机，未对账,异常,,未推送,
省体育局,运动员历史表,sporter_history,正常,存量表，不再更新,未推送,,未推送,,,省药监局,放射性药品经营许可证核发,xzsp_yp_fsxypjy_info,正常,已经到前置机，未对账,异常,,未推送,
省体育局,运动员确认表,config_info,正常,存量表，不再更新,未推送,,未推送,,,省药监局,第一类医疗器械生产企业备案生产场所,xzsp_qx_ylqx_scqyba_produce_address,正常,已经到前置机，未对账,异常,,未推送,
省体育局,通用个人赛事活动报名表,special_activity_enroll,正常,存量表，不再更新,未推送,,未推送,,,省药监局,第一类医疗器械生产企业备案核发表,xzsp_qx_ylqx_scqyba,正常,已经到前置机，未对账,异常,,未推送,
省体育局,黑名单删除记录表,black_sporter_delete_bak,正常,存量表，不再更新,未推送,,未推送,,,省药监局,化妆品生产申报产品基本情况,xzsp_hzp_hzpsc_corp_product,正常,已经到前置机，未对账,异常,,未推送,
省体育局,黑名单运动员表,black_sporter,正常,存量表，不再更新,未推送,,未推送,,,省药监局,传统中药制剂备案备案机构信息,xzsp_yljg_ctzyzjba_bajg_info,正常,已经到前置机，未对账,正常,,正常,
省信访局,依法分类处理情况表,yfflclqk,正常,,正常,,异常,,,省药监局,麻醉药品、精神药品邮寄证明,xzsp_mzypjsyp_yjzm,正常,已经到前置机，未对账,异常,,未推送,
省信访局,信访人信息,xfrxx,正常,,正常,,异常,,,省药监局,执业药师,zyys_zcxxgxb,正常,已经到前置机，未对账,未推送,,未推送,
省信访局,信访件信息,xfj,正常,,正常,,异常,,,省药监局,药品网络交易服务第三方平台备案,xzxk_yp_wljyfw_dsfpt_ba,正常,已经到前置机，未对账,正常,,正常,
省信访局,答复意见书信息,dfyjs,正常,,正常,,正常,,,省药监局,检查条款结果,bzjc_check_clause,正常,已经到前置机，未对账,正常,,异常,
省医保局,两定医疗机构签到表,fixmedins_sign_b,正常,已经到前置机，未对账,未推送,,未推送,,,省药监局,放射性药品生产许可证核发,xzsp_yp_fsxypsc_info,正常,已经到前置机，未对账,正常,,异常,
省医保局,人员信息(接口返回数据),psn_qury_b_new,正常,已经到前置机，未对账,正常,,正常,,,省药监局,药品生产GMP符合性检查申请_人员信息从表,xzsp_yp_ypsc_gmp_person,正常,已经到前置机，未对账,正常,,异常,
省医保局,人员实名制信息表,psn_acter_prot_info_b,正常,,正常,,正常,,,省药监局,药品生产企业基本信息表,xzsp_yp_ypsc_new_info,正常,已经到前置机，未对账,正常,,正常,
省医保局,人员对照关系表,psn_crsp_rlts_d_new,正常,已经到前置机，未对账,正常,,正常,,,省药监局,药品经营许可批发企业,xzsp_yp_yppf_info,正常,已经到前置机，未对账,正常,,正常,
省医保局,人员管理码重新拉取表,psn_mgtcode_pll,正常,,正常,,正常,,,省药监局,医疗器械网络销售信息表,xzsp_qx_ylqx_wlxs,正常,已经到前置机，未对账,异常,,未推送,
省医保局,人员终止转暂停记录表,psn_expir_to_paus_c,正常,,正常,,正常,,,省药监局,麻醉药品、精神药品运输证明证书申请表,xzsp_yp_transport_prove,正常,已经到前置机，未对账,异常,,未推送,
省医保局,债权人公告信息,e_nliq_crenotice_new,正常,已经到前置机，未对账,正常,,正常,,,省药监局,第二、三类医疗器械经营许可(备案)设备情况表,xzsp_qx_qxjy_equipment_info,正常,已经到前置机，未对账,异常,,未推送,
省医保局,公布企业数据,gb_company_day,正常,,正常,,正常,,,省药监局,特殊药品够用申请表,xzsp_yp_tsypgm_info,正常,已经到前置机，未对账,异常,,未推送,
省医保局,共济结算明细,mas_setl_detl_d_new,正常,已经到前置机，未对账,正常,,正常,,,省药监局,医疗器械出口销售证明,xzsp_qx_ylqx_ckxszm_info,正常,已经到前置机，未对账,异常,,未推送,
省医保局,医疗服务机构信息,medins_open_b,正常,已经到前置机，未对账,未推送,,未推送,,,省药监局,第一类医疗器械生产企业备案产品信息表,xzsp_qx_ylqx_scqyba_product,正常,已经到前置机，未对账,正常,,正常,
省医保局,医疗服务机构开通信息,medins_open_type_b,正常,,正常,,正常,,,省药监局,蛋白同化制剂、肽类激素出口审批,xzsp_yp_tsyp_dbzjjs_export,正常,已经到前置机，未对账,正常,,异常,
省医保局,医疗机构开通门诊慢特病种信息,medins_open_opsp_dise_b,正常,,正常,,正常,,,省药监局,医疗机构制剂调剂使用,xzsp_yp_zjzc_zjtj,正常,已经到前置机，未对账,异常,,未推送,
省医保局,单位参保信息记录表,emp_insu_rcd_c,正常,,正常,,正常,,,省药监局,麻醉药品、精神药品运输证明,xzsp_ty_mzjs_yszm,正常,已经到前置机，未对账,正常,,正常,
省医保局,国家局参保信息查询明细表,psn_insu_national_detl_c_new,正常,已经到前置机，未对账,正常,,正常,,,省药监局,麻醉药品、精神药品邮寄证明申请表,xzsp_yp_mail_prove,正常,已经到前置机，未对账,异常,,未推送,
省医保局,国家局参保信息查询记录表,psn_insu_national_query_c_new,正常,已经到前置机，未对账,正常,,正常,,,省药监局,第二、三类医疗器械生产许可申请表,xzsp_qx_qxsc_info,正常,已经到前置机，未对账,异常,,未推送,
省医保局,国家省基础信息同步明细表,bas_info_sync_detllist_d,正常,,正常,,正常,,,省药监局,医疗用毒性药品生产、购用审批,xzsp_ty_ydxyp_scgy,正常,已经到前置机，未对账,异常,,未推送,
省医保局,国家省基础信息同步状态信息表,bas_info_sync_stas_d,正常,,正常,,正常,,,省药监局,传统中药制剂备案处方信息,xzsp_yljg_ctzyzjba_cf_info,正常,已经到前置机，未对账,异常,,未推送,
省医保局,城乡居民参保表,emp_insu_sum,正常,,正常,,正常,,,省药监局,第二、三类医疗器械经营许可(备案)申请表,xzsp_qx_qxjy_info,正常,已经到前置机，未对账,异常,,未推送,
省医保局,基础库_医保医师主表,ybdoc_data_rk,正常,已经到前置机，未对账,未推送,,未推送,,,省药监局,传统中药制剂备案info表,xzsp_yljg_ctzyzjba_info,正常,已经到前置机，未对账,正常,,正常,
省医保局,基础库_医保护士主表,ybnurse_data_rk,正常,已经到前置机，未对账,未推送,,未推送,,,省药监局,检查任务信息主表,bzjc_check_task_info,正常,已经到前置机，未对账,正常,,正常,
省医保局,定点医疗机构服务范围信息表,fixmedins_serv_mgt_d_new,正常,已经到前置机，未对账,正常,,正常,,,省药监局,药品零售信息表(开办、延续、补发),xzsp_yp_ypls_info,正常,已经到前置机，未对账,正常,,正常,
省医保局,家庭信息记录表,fm_bas_info_c,正常,,正常,,正常,,,省药监局,互联网药品信息服务,xzsp_yp_hlwypxxfw,正常,已经到前置机，未对账,正常,,正常,
省医保局,招标项目信息表,tenditm_info_c,正常,,正常,,正常,,,省药监局,购买第一类中的药品类易制毒化学品审批申请表,xzsp_yp_ypdx_info,正常,已经到前置机，未对账,异常,,未推送,
省医保局,招采耗材注册证,bidprcu_mcs_regcert_b,正常,,正常,,正常,,,省药监局,区域性批发企业从定点生产企业购买麻醉药品和第一类精神药品审批,xzsp_ty_qypf_mzjsypgm,正常,已经到前置机，未对账,正常,,异常,
省医保局,招采试剂注册证信息表,bidprcu_regt_regcert_info_b,正常,,正常,,正常,,,省药监局,传统工艺中药制剂备案申请表,xzsp_yp_zjzc_por,正常,已经到前置机，未对账,正常,,异常,
省卫生健康委,专科医师规范化培训合格信息,zkyshgxx,正常,已经到前置机，未对账,未推送,,未推送,,,省药监局,放射性药品使用信息表,xzsp_yp_fsxypsy_info,正常,已经到前置机，未对账,正常,,正常,
省卫生健康委,产妇分娩信息数据,cffm,正常,,正常,,正常,,,省药监局,携带少量麻醉药品和精神药品出入境证明证书表,ty_yxslmzyp,正常,已经到前置机，未对账,正常,,异常,
